emp_no,first_name,last_name,birth_date,from_date,to_date,title
11876,Leszek,Kobuchi,1954-09-17,1991-06-08,9999-01-01,Engineer
11881,Arra,Staelin,1952-08-06,1990-04-08,9999-01-01,Senior Staff
11888,Badri,Azulay,1952-04-05,1994-11-28,9999-01-01,Senior Staff
11894,Mitchel,Validov,1954-12-23,1988-06-22,9999-01-01,Senior Engineer
11896,Shaunak,Benzmuller,1953-06-14,1990-07-04,9999-01-01,Technique Leader
11897,Cordelia,Setlzner,1952-11-23,1988-06-16,9999-01-01,Senior Staff
11911,Ashish,Mondadori,1952-07-08,1990-06-05,9999-01-01,Engineer
11915,Miomir,Mawatari,1954-08-16,1992-06-28,9999-01-01,Engineer
11931,Gunilla,Chiodo,1952-10-30,1991-01-13,9999-01-01,Senior Staff
11933,Basil,Erman,1953-08-15,1987-06-13,9999-01-01,Engineer
11938,Aruna,Verspoor,1954-01-14,2001-10-19,9999-01-01,Staff
11940,Ult,Anido,1954-06-24,1996-11-02,9999-01-01,Assistant Engineer
11944,Along,Aumann,1952-05-15,1994-12-01,9999-01-01,Senior Engineer
11945,Limsoon,Marakhovsky,1952-02-17,1994-01-21,9999-01-01,Staff
11948,Yahiko,Nergos,1952-02-21,2001-01-25,9999-01-01,Engineer
11949,Martijn,Harbusch,1953-01-27,1985-03-11,9999-01-01,Technique Leader
11965,Arup,Morrey,1954-12-03,1993-10-07,9999-01-01,Engineer
11972,Sibyl,Beausoleil,1954-10-01,1994-04-25,9999-01-01,Senior Staff
11983,Jaana,Hedayat,1953-01-04,1986-10-11,9999-01-01,Engineer
11989,Erzsebet,Peltason,1953-10-29,1989-01-07,9999-01-01,Technique Leader
11994,Sigeru,Fiebach,1953-02-11,1993-11-11,9999-01-01,Senior Staff
12007,Marko,Dehkordi,1952-06-18,1989-05-17,9999-01-01,Engineer
12011,Zhilian,Coorg,1953-12-16,1988-07-22,9999-01-01,Senior Staff
12015,Kensei,Guenter,1954-08-26,1999-11-16,9999-01-01,Staff
12023,Chuanyi,Eppinger,1954-07-05,1994-12-08,9999-01-01,Technique Leader
12024,Mayumi,Lanzelotte,1952-11-09,1997-11-03,9999-01-01,Staff
12028,Ingemar,Walstra,1952-11-21,1992-09-02,9999-01-01,Engineer
12030,Shuky,Cromarty,1953-06-02,1996-06-24,9999-01-01,Staff
12034,Aemilian,Piazza,1954-04-15,1995-11-22,9999-01-01,Staff
12036,Mads,Ratzlaff,1953-03-02,1995-07-01,9999-01-01,Senior Staff
12037,Arunas,Katzenelson,1954-01-11,1986-10-01,9999-01-01,Senior Staff
12043,Masaki,Lubachevsky,1952-12-11,2000-01-05,9999-01-01,Staff
12047,Jordanka,Ligten,1954-01-16,1996-08-23,9999-01-01,Assistant Engineer
12050,Yuchang,Tchuente,1953-06-08,1989-04-01,9999-01-01,Assistant Engineer
12054,Odysseas,Braccini,1954-04-08,1999-08-06,9999-01-01,Staff
12062,Margareta,Worfolk,1954-01-20,1996-01-04,9999-01-01,Senior Staff
12069,Ayonca,Burnard,1953-12-27,1985-05-13,9999-01-01,Assistant Engineer
12080,Panayotis,Feinberg,1953-10-16,1993-05-17,9999-01-01,Senior Staff
12082,Xinan,Yamaashi,1953-09-20,1986-01-29,9999-01-01,Senior Staff
12089,Bilhanan,Socorro,1954-06-21,1986-10-22,9999-01-01,Senior Staff
12093,Evgueni,Oxenboll,1952-07-02,1994-01-19,9999-01-01,Engineer
12099,Nobuyoshi,Kuzuoka,1953-01-12,1994-02-15,9999-01-01,Senior Staff
12102,Aron,Erde,1952-10-14,1994-02-17,9999-01-01,Staff
12112,Satyanarayana,Avouris,1953-07-01,1989-09-26,9999-01-01,Senior Staff
12114,Shiv,Rubsam,1954-11-05,1997-02-04,9999-01-01,Staff
12122,Satoru,Krone,1954-06-27,1987-07-24,9999-01-01,Engineer
12123,Xiahua,Syrzycki,1954-07-08,1987-07-18,9999-01-01,Senior Staff
12125,Shounak,Erman,1953-04-16,1999-09-01,9999-01-01,Engineer
12138,Takahito,Brender,1953-09-02,1996-02-23,9999-01-01,Engineer
12140,Xudong,Paciorek,1952-07-30,1996-11-15,9999-01-01,Senior Staff
12149,Suebskul,Grandbois,1954-10-25,1988-10-01,9999-01-01,Senior Staff
12160,Aamer,Garrabrants,1954-12-11,1989-09-19,9999-01-01,Senior Staff
12164,Muneo,Chachaty,1954-01-04,1996-05-14,9999-01-01,Engineer
12165,Xiaobin,Maquelin,1952-11-19,1994-08-29,9999-01-01,Senior Engineer
12168,Arnd,Salverda,1954-07-10,1996-06-21,9999-01-01,Senior Staff
12172,Jianhua,Llado,1954-04-04,1990-12-08,9999-01-01,Senior Staff
12183,Harngdar,Iisaku,1954-06-29,1998-04-04,9999-01-01,Engineer
12186,Guther,Nooteboom,1952-12-06,1993-01-24,9999-01-01,Senior Staff
12190,Abdulah,Engberts,1952-12-19,1997-12-13,9999-01-01,Senior Engineer
12191,Rosella,Bazzichi,1953-12-02,1998-11-22,9999-01-01,Engineer
12192,Feiyu,Klyachko,1954-11-06,1986-09-02,9999-01-01,Engineer
12206,Barton,Janetzko,1954-11-21,1985-03-27,9999-01-01,Assistant Engineer
12210,Vugranam,Ashish,1954-01-12,1992-11-08,9999-01-01,Senior Staff
12213,Kwangho,Brizzi,1952-09-26,1994-11-01,9999-01-01,Senior Staff
12216,Aloke,Mansanne,1954-12-27,1995-10-25,9999-01-01,Engineer
12218,Yaghout,Strooper,1954-08-01,1991-03-12,9999-01-01,Engineer
12219,Junsik,Gadepally,1952-07-13,1995-06-13,9999-01-01,Senior Staff
12222,Abdelwaheb,Holburn,1953-03-04,1987-08-15,9999-01-01,Senior Staff
12223,Niteen,Koyama,1954-07-27,1986-08-13,9999-01-01,Engineer
12230,Yuriy,Bellone,1952-02-08,1997-04-13,9999-01-01,Engineer
12231,Nishit,Bharadwaj,1954-08-27,1990-05-19,9999-01-01,Senior Engineer
12235,Honesty,Haumacher,1954-06-05,1997-07-10,9999-01-01,Staff
12242,Satoru,Wolniewicz,1954-04-08,1994-11-12,9999-01-01,Assistant Engineer
12247,Subbu,Penttonen,1952-03-26,1985-04-09,9999-01-01,Technique Leader
12249,Eldridge,Sadowski,1952-09-20,1987-06-21,9999-01-01,Engineer
12250,Kerhong,Aloia,1954-10-02,1991-04-25,9999-01-01,Senior Engineer
12264,Mart,Pagter,1953-12-30,1998-01-09,9999-01-01,Engineer
12269,Mohammed,Whitcomb,1952-06-22,2001-03-31,9999-01-01,Engineer
12270,Shakhar,Kornyak,1953-08-10,1989-08-19,9999-01-01,Senior Staff
12273,Jaideep,Uehara,1953-11-22,1991-02-14,9999-01-01,Senior Staff
12281,Hisao,Langford,1953-08-13,1993-09-22,9999-01-01,Engineer
12282,Tadahiro,Delgrange,1952-02-02,1999-10-06,9999-01-01,Engineer
12291,Masamitsu,Koyama,1953-12-28,1993-03-29,9999-01-01,Senior Staff
12298,Tetsurou,Rodham,1954-03-03,1998-12-14,9999-01-01,Senior Engineer
12308,Mototsugu,Cronau,1952-02-17,1996-09-20,9999-01-01,Senior Staff
12316,Hyuncheol,Duclos,1953-12-30,1992-04-05,9999-01-01,Assistant Engineer
12317,Weiyi,Crabtree,1952-05-23,2001-01-21,9999-01-01,Staff
12327,DAIDA,Bruckman,1952-05-21,1986-10-16,9999-01-01,Engineer
12328,Atilio,Prampolini,1952-05-29,1997-05-03,9999-01-01,Staff
12338,Kagan,Besselaar,1952-09-23,1997-01-10,9999-01-01,Staff
12339,Pranay,Czaja,1954-08-14,1996-07-18,9999-01-01,Staff
12343,Sorina,Slaats,1952-10-18,2000-09-03,9999-01-01,Senior Staff
12355,Vidar,Hutton,1953-09-12,1989-11-08,9999-01-01,Engineer
12364,Neelam,Cummings,1954-07-01,1998-11-02,9999-01-01,Assistant Engineer
12365,Kamakshi,Bisiani,1954-01-21,1988-09-12,9999-01-01,Engineer
12373,Mooi,Driscoll,1953-04-26,1993-11-11,9999-01-01,Senior Staff
12381,Amalendu,Klerer,1953-04-13,1989-06-24,9999-01-01,Senior Staff
12388,Arumugam,Hebert,1954-12-14,1999-04-25,9999-01-01,Senior Engineer
12394,Stevo,Reeken,1952-02-09,1998-09-26,9999-01-01,Engineer
12411,Shao,Ibel,1952-05-31,1986-08-17,9999-01-01,Senior Staff
12422,Berhard,Demos,1954-12-04,1993-06-07,9999-01-01,Senior Staff
12426,Shahaf,Valtorta,1952-04-29,1999-05-17,9999-01-01,Technique Leader
12434,Xumin,Bernardinello,1953-09-23,1994-09-11,9999-01-01,Engineer
12438,Yongmao,Mondadori,1953-11-24,2000-03-20,9999-01-01,Senior Staff
12450,Sanjeeva,Perng,1952-02-10,1992-02-02,9999-01-01,Engineer
12452,Hiroyasu,Francisci,1953-10-04,1997-09-28,9999-01-01,Engineer
12454,Kerryn,Farris,1954-08-21,1998-12-18,9999-01-01,Staff
12466,Cullen,Nations,1953-07-30,1994-02-19,9999-01-01,Senior Staff
12468,Ioana,Baezner,1952-05-05,1993-12-08,9999-01-01,Staff
12475,Filipe,Roison,1953-03-30,1987-04-26,9999-01-01,Engineer
12480,Tetsushi,Schade,1953-02-19,1997-12-21,9999-01-01,Staff
12487,Mona,Reghbati,1954-04-24,1998-12-11,9999-01-01,Senior Staff
12488,Etsuo,Gerteisen,1954-11-09,1990-04-27,9999-01-01,Engineer
12492,Kristinn,Hammerschmidt,1953-07-13,1992-11-16,9999-01-01,Senior Engineer
12497,Stein,Penz,1953-08-26,1989-09-25,9999-01-01,Senior Staff
12501,Morrie,Matheson,1954-11-22,1986-06-05,9999-01-01,Senior Staff
12502,Danil,VanScheik,1952-07-22,1989-06-06,9999-01-01,Senior Engineer
12504,Adly,Rosaz,1953-01-04,1997-08-14,9999-01-01,Engineer
12509,Rutger,Krzyzanowski,1954-05-20,1991-09-26,9999-01-01,Senior Staff
12514,Tomofumi,Melter,1952-11-14,1999-11-13,9999-01-01,Engineer
12515,Pranav,Wilharm,1952-05-22,1994-01-27,9999-01-01,Engineer
12520,Goetz,Basart,1954-01-21,1999-03-06,9999-01-01,Engineer
12522,Trygve,Zhang,1954-03-06,1999-01-28,9999-01-01,Technique Leader
12523,Tonia,Casley,1954-09-26,1990-01-22,9999-01-01,Senior Staff
12524,Tetsushi,Demeyer,1954-02-08,1996-12-19,9999-01-01,Engineer
12528,Conor,Cincotta,1952-11-20,1988-09-24,9999-01-01,Senior Staff
12534,Yongmao,Gerlach,1953-01-31,1985-08-14,9999-01-01,Senior Engineer
12540,Poornachandra,Bresenham,1953-11-03,1998-11-28,9999-01-01,Senior Staff
12541,Shih,Nanard,1952-04-22,1988-08-31,9999-01-01,Senior Staff
12542,Kazuhide,Bouloucos,1954-07-26,1987-09-12,9999-01-01,Senior Staff
12551,Jeane,Tzvieli,1954-03-15,1987-12-04,9999-01-01,Engineer
12553,Aral,Vesna,1954-05-08,1987-02-28,9999-01-01,Senior Staff
12555,Spyrose,DuCasse,1953-06-24,1995-07-23,9999-01-01,Assistant Engineer
12557,Stafford,Kopetz,1954-01-01,1994-09-23,9999-01-01,Senior Engineer
12563,Honesty,Ducloy,1953-07-03,1998-03-08,9999-01-01,Engineer
12571,Abdelaziz,Candan,1952-04-16,1997-04-23,9999-01-01,Assistant Engineer
12574,Mong,Gelosh,1954-09-02,1999-01-08,9999-01-01,Engineer
12586,Oguz,Tasistro,1952-11-02,1994-04-30,9999-01-01,Engineer
12588,Yagil,Kenevan,1954-12-29,1997-02-08,9999-01-01,Engineer
12589,Anoosh,Chleq,1952-11-23,1988-09-08,9999-01-01,Engineer
12590,Gita,Rosenbaum,1953-02-04,1993-02-25,9999-01-01,Senior Staff
12597,Kazuhito,Petereit,1952-09-07,1999-12-13,9999-01-01,Senior Staff
12603,Utpal,Roison,1953-11-23,1997-06-10,9999-01-01,Staff
12612,Chandrasekaran,Thimonier,1954-01-09,1999-05-29,9999-01-01,Staff
12617,Shawna,Rusterholz,1953-05-07,1991-03-03,9999-01-01,Senior Staff
12623,Raimond,Scharstein,1953-01-02,1991-11-04,9999-01-01,Senior Staff
12626,Gill,Comyn,1954-07-16,1990-09-25,9999-01-01,Assistant Engineer
12630,Sreekrishna,Falco,1954-04-23,1989-06-03,9999-01-01,Senior Staff
12635,Xinyu,Restivo,1952-11-09,1995-04-07,9999-01-01,Engineer
12638,Yuqun,Seiwald,1954-11-09,1999-04-29,9999-01-01,Engineer
12639,Zeljko,Schapire,1952-10-13,1994-05-21,9999-01-01,Engineer
12644,Bernt,Jayawardene,1952-06-09,1989-10-29,9999-01-01,Engineer
12651,Pragnesh,Bael,1952-07-24,1988-01-27,9999-01-01,Senior Staff
12662,Leucio,Alvarado,1952-08-02,1985-08-27,9999-01-01,Assistant Engineer
12663,Nobuyoshi,Stellhorn,1954-10-31,1986-09-29,9999-01-01,Technique Leader
12664,Zhonghua,Parveen,1952-05-01,2001-03-12,9999-01-01,Staff
12670,Seongbae,Alameldin,1952-06-10,1999-09-10,9999-01-01,Engineer
12672,Mayumi,Varman,1953-04-26,1998-04-02,9999-01-01,Senior Engineer
12680,Bader,Staudhammer,1954-09-15,1995-11-12,9999-01-01,Staff
12687,Weicheng,Badache,1954-12-06,1998-04-12,9999-01-01,Staff
12689,Luerbio,Boudaillier,1953-01-19,1992-11-23,9999-01-01,Engineer
12691,Oddvar,Gils,1952-10-17,1992-08-25,9999-01-01,Engineer
12707,Gregory,Zastre,1953-07-22,1998-06-24,9999-01-01,Staff
12717,Tzu,Jiafu,1953-04-17,1999-10-20,9999-01-01,Staff
12725,Inderjeet,Flexer,1953-07-28,1994-05-28,9999-01-01,Senior Staff
12726,Fumitake,Panwar,1954-03-27,1994-05-19,9999-01-01,Senior Engineer
12729,Nahla,Rahier,1954-05-18,2000-09-10,9999-01-01,Engineer
12731,Yongmao,Waymire,1953-05-09,1988-04-05,9999-01-01,Senior Staff
12732,Mara,Takanami,1952-09-27,1988-04-06,9999-01-01,Senior Staff
12734,Gil,Frijda,1952-03-05,1986-03-03,9999-01-01,Senior Engineer
12746,Heekeun,Lunn,1953-10-11,1991-07-08,9999-01-01,Engineer
12748,Berry,Kakkar,1953-12-23,1998-12-13,9999-01-01,Engineer
12753,Kazuhito,Syrotiuk,1952-12-22,1991-08-26,9999-01-01,Engineer
12761,Hitofumi,Schaad,1953-11-05,1996-05-06,9999-01-01,Senior Staff
12773,Jenwei,Lovengreen,1952-06-26,1985-03-05,9999-01-01,Engineer
12774,Moon,Asrin,1952-12-30,1997-08-02,9999-01-01,Engineer
12777,Sreenivas,Cichocki,1954-11-01,1994-08-20,9999-01-01,Senior Staff
12785,Bouchung,Armand,1954-10-20,1997-03-03,9999-01-01,Senior Engineer
12786,Weiyi,Schusler,1953-01-28,1999-12-08,9999-01-01,Engineer
12790,Gunilla,Perl,1953-02-05,1995-08-08,9999-01-01,Senior Staff
12795,Masoud,Fordan,1952-05-06,1988-06-23,9999-01-01,Senior Staff
12796,Saniya,Stanfel,1954-05-02,1992-05-24,9999-01-01,Engineer
12798,Lillian,Beeson,1952-05-18,1987-12-27,9999-01-01,Senior Staff
12799,Tiina,Businaro,1954-11-21,1993-12-25,9999-01-01,Senior Staff
12803,Gad,Boissier,1952-05-12,1999-08-30,9999-01-01,Senior Staff
12819,Mountaz,Gubsky,1953-07-30,1989-09-09,9999-01-01,Engineer
12821,Arco,Gihr,1952-06-01,2000-02-07,9999-01-01,Engineer
12828,Oksana,Camurati,1954-01-30,1999-06-07,9999-01-01,Staff
12840,Zhensheng,Ferretti,1952-12-20,1994-09-10,9999-01-01,Engineer
12848,Kazuhide,Smeets,1953-01-17,1997-05-11,9999-01-01,Engineer
12851,Kwangyoen,Ramsay,1953-08-08,1998-08-25,9999-01-01,Staff
12855,Mabhin,Murrill,1953-10-24,1992-08-12,9999-01-01,Senior Staff
12857,Alagu,Gils,1952-06-02,1995-07-05,9999-01-01,Senior Engineer
12863,Leif,Matheson,1954-08-02,1985-09-06,9999-01-01,Engineer
12865,Katsuyuki,Rothe,1952-04-03,1994-02-14,9999-01-01,Senior Staff
12868,Berthier,Nanard,1952-08-28,1995-03-31,9999-01-01,Senior Engineer
12869,Jacopo,Swiler,1952-05-11,1999-01-02,9999-01-01,Staff
12872,Marl,Schmittgen,1953-02-18,1986-09-09,9999-01-01,Senior Staff
12881,Huai,Yurek,1953-08-21,1999-08-25,9999-01-01,Staff
12885,Anwar,Collavizza,1952-12-25,1997-05-30,9999-01-01,Senior Engineer
12887,Hilari,DuBourdieux,1953-01-04,1994-09-19,9999-01-01,Engineer
12889,Mayumi,Mukaidono,1952-05-02,1999-04-28,9999-01-01,Engineer
12893,Licheng,Crouzet,1954-10-09,1987-03-18,9999-01-01,Senior Staff
12895,Roddy,Serot,1952-04-28,1993-08-15,9999-01-01,Senior Engineer
12899,Chinho,Sethi,1954-07-13,1989-01-13,9999-01-01,Senior Staff
12923,Chaosheng,Journel,1953-09-05,1990-01-02,9999-01-01,Engineer
12926,Heekeun,Luby,1952-04-24,1985-12-24,9999-01-01,Senior Staff
12934,Adil,Solares,1953-06-21,1989-10-15,9999-01-01,Engineer
12940,Odinaldo,Farrar,1953-10-25,1987-12-12,9999-01-01,Engineer
12941,Tommaso,Perelgut,1954-07-29,1986-11-06,9999-01-01,Engineer
12962,Paraskevi,Beerel,1952-10-26,1993-10-21,9999-01-01,Senior Staff
12977,Byong,Markovitch,1954-11-29,1987-08-24,9999-01-01,Engineer
12982,Sachem,Aamodt,1952-12-08,1992-01-11,9999-01-01,Engineer
12983,Elliott,Hambrick,1954-04-07,1999-06-28,9999-01-01,Staff
12986,Khun,Hennebert,1952-03-08,1990-09-20,9999-01-01,Senior Engineer
12987,Youngkon,Kading,1953-10-08,1993-05-03,9999-01-01,Engineer
13002,Henk,Muhlberg,1954-12-08,1994-05-03,9999-01-01,Senior Engineer
13004,Fan,Beznosov,1952-12-13,1990-05-18,9999-01-01,Engineer
13013,Heekeun,Baak,1952-10-17,2000-01-22,9999-01-01,Engineer
13046,Vivian,Stafford,1953-03-09,1987-04-19,9999-01-01,Senior Staff
13047,Atilio,Chelton,1953-04-24,1992-02-26,9999-01-01,Engineer
13048,Kerhong,Massonet,1952-07-17,1996-11-14,9999-01-01,Senior Engineer
13052,Aleksandar,Schlenzig,1952-09-26,1991-07-27,9999-01-01,Engineer
13054,Samphel,Masamoto,1952-03-24,1994-12-21,9999-01-01,Engineer
13076,Deniz,Skafidas,1954-03-09,1995-01-28,9999-01-01,Engineer
13084,Domenico,Pagter,1953-01-05,1995-03-02,9999-01-01,Senior Staff
13086,Dzung,Domenig,1953-06-10,2000-01-27,9999-01-01,Senior Staff
13093,Sajjan,Unno,1953-08-12,1999-09-18,9999-01-01,Staff
13096,Ibibia,Armand,1953-01-03,1994-04-22,9999-01-01,Engineer
13103,Srinidhi,Ellozy,1952-05-09,1988-06-19,9999-01-01,Senior Engineer
13110,Maria,Kamble,1953-09-29,1989-07-16,9999-01-01,Senior Engineer
13126,Parviz,Hennebert,1953-05-03,1994-03-08,9999-01-01,Engineer
13143,Qingxiang,Ventosa,1953-10-06,1990-02-25,9999-01-01,Technique Leader
13144,Persi,Nollmann,1952-07-11,1989-06-19,9999-01-01,Senior Staff
13146,Haldon,Erie,1953-11-01,1985-05-25,9999-01-01,Senior Staff
13150,Mahmut,Stavenow,1953-06-28,1998-01-03,9999-01-01,Technique Leader
13156,Akeel,Millington,1952-04-19,1992-08-18,9999-01-01,Engineer
13159,Jingling,Ranst,1954-09-22,1999-08-12,9999-01-01,Staff
13165,Lucian,Benner,1954-09-09,1988-03-16,9999-01-01,Engineer
13168,Munir,Stentiford,1954-06-10,1987-09-11,9999-01-01,Engineer
13171,Anoosh,Birnbaum,1954-12-29,1987-08-31,9999-01-01,Engineer
13173,Arve,Horswill,1953-04-20,1987-09-24,9999-01-01,Senior Staff
13182,Kokou,Rodite,1954-02-25,1999-03-03,9999-01-01,Engineer
13192,Rosita,Flowers,1953-01-28,2001-01-19,9999-01-01,Technique Leader
13200,Weidon,Pauthner,1952-05-24,1991-08-07,9999-01-01,Engineer
13202,Aram,Scharstein,1953-05-10,1986-03-29,9999-01-01,Senior Staff
13203,Phule,Emmart,1953-09-08,1990-01-12,9999-01-01,Senior Staff
13204,Mircea,Pellegrinelli,1954-07-25,1996-12-16,9999-01-01,Assistant Engineer
13206,Tetsurou,Rullman,1954-04-07,1999-09-06,9999-01-01,Staff
13210,Jianhua,Klassen,1953-06-19,1997-08-10,9999-01-01,Senior Staff
13213,Hein,Billawala,1954-12-29,1988-08-30,9999-01-01,Senior Staff
13216,Stabislas,Weedman,1952-10-16,1999-05-23,9999-01-01,Staff
13227,Goncalo,Pell,1952-07-15,1997-02-03,9999-01-01,Staff
13233,Alselm,Chvatal,1954-08-11,1987-03-31,9999-01-01,Engineer
13238,Ebru,Foote,1953-02-23,1993-10-10,9999-01-01,Senior Staff
13246,Adil,Siepmann,1952-06-09,1999-12-31,9999-01-01,Staff
13250,Zeydy,Schusler,1954-02-20,1988-10-28,9999-01-01,Assistant Engineer
13260,JoAnna,McDermid,1954-08-02,1997-02-08,9999-01-01,Technique Leader
13272,Arun,Jiang,1953-10-11,1985-03-10,9999-01-01,Senior Staff
13282,Cordelia,Macedo,1954-06-12,1989-04-16,9999-01-01,Senior Staff
13288,Muneo,Broomell,1952-08-24,1987-04-14,9999-01-01,Senior Staff
13291,Georg,Stamatiou,1952-04-29,1986-10-30,9999-01-01,Engineer
13294,Haldun,Stroustrup,1954-12-29,1997-12-20,9999-01-01,Staff
13302,Mack,Alencar,1954-06-21,1990-09-26,9999-01-01,Engineer
13303,Koldo,Rissanen,1952-06-20,1997-03-01,9999-01-01,Staff
13309,Toshimori,Lipner,1954-11-13,1997-12-25,9999-01-01,Senior Engineer
13312,Filipp,Schurmann,1953-11-11,1999-11-16,9999-01-01,Engineer
13320,Gino,Bahr,1954-08-04,1993-04-10,9999-01-01,Engineer
13332,Nidapan,Pearson,1954-12-02,1987-09-24,9999-01-01,Assistant Engineer
13333,Yoshinari,Hennebert,1953-07-17,1998-08-30,9999-01-01,Assistant Engineer
13341,Bodh,Doering,1953-06-02,1986-03-11,9999-01-01,Senior Staff
13343,Heon,Usery,1952-04-06,1995-05-06,9999-01-01,Senior Staff
13346,Francoise,Zastre,1954-07-16,1993-09-29,9999-01-01,Engineer
13347,Lein,Sifakis,1953-03-01,1994-05-25,9999-01-01,Engineer
13349,Zeydy,Danner,1954-01-21,1993-10-02,9999-01-01,Senior Staff
13357,Mabry,Llado,1953-08-19,1999-01-24,9999-01-01,Engineer
13368,Kiyokazu,Klassen,1953-12-29,1997-09-30,9999-01-01,Staff
13371,Nakhoon,Riexinger,1954-01-23,1991-12-13,9999-01-01,Senior Engineer
13373,Juichirou,Naumovich,1954-09-08,1993-04-05,9999-01-01,Senior Staff
13374,Atreye,Kalefeld,1954-05-16,1997-08-13,9999-01-01,Senior Engineer
13378,Rafols,Zhiwei,1952-09-18,1998-07-17,9999-01-01,Technique Leader
13379,Kinh,Engelmann,1953-08-26,1995-09-08,9999-01-01,Senior Staff
13385,Claudi,Buchter,1954-11-15,1986-06-10,9999-01-01,Senior Staff
13386,Khosrow,Sgarro,1952-04-27,1986-02-23,9999-01-01,Technique Leader
13388,Shuji,Cesareni,1954-03-19,1994-06-05,9999-01-01,Technique Leader
13389,Divine,Cmelik,1954-04-26,1988-03-23,9999-01-01,Senior Staff
13390,Nathan,Hutton,1954-06-18,1999-01-10,9999-01-01,Engineer
13392,Fumitake,Beidas,1953-04-05,1988-08-26,9999-01-01,Senior Staff
13394,Anneke,Lorys,1953-12-17,1995-03-06,9999-01-01,Senior Staff
13396,Chuanyi,Aumann,1952-05-19,1994-03-29,9999-01-01,Senior Staff
13405,Randy,Baba,1954-01-19,1990-05-10,9999-01-01,Senior Staff
13407,Gio,Chenoweth,1954-01-09,1992-10-03,9999-01-01,Engineer
13408,Sreekrishna,Lagarias,1954-12-27,1995-07-25,9999-01-01,Engineer
13412,Ranga,Erdmenger,1952-03-13,1999-01-18,9999-01-01,Staff
13417,Dipayan,Condotta,1953-05-20,1990-11-05,9999-01-01,Senior Staff
13422,Vishwani,Gerlach,1952-08-20,1991-11-21,9999-01-01,Engineer
13439,Domenick,Ullian,1954-05-14,1992-03-25,9999-01-01,Assistant Engineer
13442,Giordano,Miake,1953-03-14,1987-06-16,9999-01-01,Senior Staff
13443,Mayuko,Puppo,1954-07-22,1990-12-26,9999-01-01,Engineer
13445,Renee,Dehkordi,1954-12-22,1996-11-29,9999-01-01,Engineer
13451,Gretta,Weiland,1952-03-21,1986-08-23,9999-01-01,Senior Staff
13458,Feipei,Nivat,1954-12-21,2002-02-02,9999-01-01,Engineer
13463,Theron,Berstel,1954-08-29,1988-01-26,9999-01-01,Engineer
13465,Sasan,Rehfuss,1953-11-01,1999-03-12,9999-01-01,Engineer
13467,Zhigen,Katzenelson,1954-11-15,1991-07-26,9999-01-01,Senior Engineer
13472,Dzung,Larfeldt,1954-07-18,1997-08-28,9999-01-01,Engineer
13475,Kamakshi,Piancastelli,1952-07-31,1993-05-27,9999-01-01,Senior Staff
13493,Uinam,Jullig,1954-09-08,1987-09-07,9999-01-01,Engineer
13500,Irene,Erol,1954-01-10,1994-04-21,9999-01-01,Senior Engineer
13504,Parto,Mandell,1954-01-09,1986-12-21,9999-01-01,Assistant Engineer
13505,Chandrasekaran,Hambrick,1954-12-11,1995-03-26,9999-01-01,Staff
13520,Takahiro,Mahnke,1952-09-17,1995-11-03,9999-01-01,Engineer
13522,Jaewon,Vingron,1952-11-20,1997-06-01,9999-01-01,Senior Staff
13523,Dines,Karunanithi,1952-03-06,1997-10-24,9999-01-01,Staff
13535,Arunas,Schlenzig,1954-12-25,1986-05-19,9999-01-01,Assistant Engineer
13539,Cedric,Bala,1954-11-23,1990-04-02,9999-01-01,Engineer
13540,Cordelia,Krohn,1953-11-09,1999-09-16,9999-01-01,Staff
13549,Matk,Koprowski,1952-05-02,1997-06-18,9999-01-01,Technique Leader
13571,Eben,Passino,1953-11-25,1992-06-03,9999-01-01,Engineer
13575,Kazuhiko,Hettesheimer,1954-02-17,1991-03-09,9999-01-01,Senior Engineer
13576,Jungsoon,Engberts,1954-08-05,1997-02-18,9999-01-01,Senior Staff
13591,Jinxi,Poulakidas,1953-01-23,1999-06-24,9999-01-01,Assistant Engineer
13596,Georg,Marletta,1952-05-02,1993-07-24,9999-01-01,Engineer
13605,Dmitry,Encarnacion,1953-08-02,1985-09-29,9999-01-01,Senior Staff
13612,Shao,Mansanne,1954-03-01,1996-06-23,9999-01-01,Engineer
13621,Fei,Haddadi,1954-02-28,1987-02-09,9999-01-01,Assistant Engineer
13624,Zhigen,Yurek,1952-12-15,1987-05-12,9999-01-01,Senior Staff
13629,Dzung,Trelles,1954-09-13,1987-01-03,9999-01-01,Engineer
13642,Inderjeet,Luit,1954-03-07,1992-03-04,9999-01-01,Senior Staff
13643,Geoff,Chenney,1954-10-20,1989-07-08,9999-01-01,Engineer
13648,Zejun,Lamba,1954-03-28,1985-11-16,9999-01-01,Technique Leader
13653,Kristen,Iivonen,1955-01-01,1991-01-17,9999-01-01,Senior Staff
13662,Tianruo,Zucker,1952-04-13,1989-02-06,9999-01-01,Senior Staff
13670,Moti,Takanami,1953-05-06,1988-06-30,9999-01-01,Senior Engineer
13673,Kish,Levasseur,1953-12-15,1995-05-29,9999-01-01,Senior Staff
13680,Denny,Speer,1953-08-08,1996-02-05,9999-01-01,Staff
13683,Zhilian,Vakili,1954-09-15,1995-03-09,9999-01-01,Engineer
13685,Weicheng,Hockney,1954-05-02,1991-11-29,9999-01-01,Engineer
13697,Shuichi,Weedon,1953-04-07,1985-06-20,9999-01-01,Technique Leader
